"","st_id","female","ethniccode_cat","firstgen","international","transfer","lowincomeflag","numgrade","cum_prior_gpa","gpao","crs_name","crs_section","admit_gpa","n_section"
"2827","5bb2",0,1,1,0,1,1,0,2.6,2.12,"BIO300",201810,3,664
"2828","ce5c",1,2,0,0,1,1,1,2.51,2.42,"BIO300",201703,3.24,665
"2829","d33a",0,2,0,0,1,0,1.7,2.97,3.43,"BIO300",201910,3.36,642
"2830","3e92",0,2,0,0,0,0,2.3,2.89,3.51,"BIO300",201901,3.78,818
"2831","9f2d",0,2,0,0,0,0,3.3,3.17,3.37,"BIO300",201903,4.19,575
"2832","0cf4",1,0,0,0,0,0,4,3.67,3.86,"EVOL305",201810,4.04,321
"2833","d182",0,2,0,1,0,0,3.3,3.49,3.51,"MATH100",201910,4,1005
"2834","5b2e",1,0,0,0,0,0,4,4,4,"BIO300",201710,4.23,599
"2835","9ca3",1,0,0,0,0,0,3,3.63,2.91,"MATH100",201710,4.34,935
"2836","6d20",1,1,1,0,0,1,1.7,2.73,2.88,"MATH100",201903,3.88,456
"2837","ba42",1,2,0,0,1,0,3.7,NA,3.02,"MATH100",201710,3.29,935
"2838","6d36",0,0,1,0,1,1,2.7,NA,2.7,"MATH100",201910,2.94,1005
"2839","2bb6",1,2,1,0,1,1,3.7,3.69,3.85,"BIO300",201703,3.77,665
"2840","4d7a",1,1,0,0,0,0,4,3.79,3.86,"MATH100",201903,4.2,456
"2841","6674",1,0,1,0,0,0,2,2.68,2.99,"MATH100",201610,4.15,908
"2842","bf53",1,2,0,0,0,0,4,4,4,"MATH100",201610,4.33,908
"2843","caa3",1,0,0,0,0,1,3.7,3.32,3.88,"BIO300",201703,4.27,665
"2844","e1fb",0,2,0,0,1,0,2.7,3.49,2.85,"EVOL305",201710,3.38,255
"2845","d0e9",0,0,0,0,1,0,3,3.36,2.54,"BIO300",201803,3.94,749
"2846","7677",1,1,1,0,0,1,1.3,2.38,2.55,"BIO300",201701,4,624
"2847","4bfb",1,1,0,0,0,1,2,3.46,1.26,"BIO300",201910,4.08,642
"2848","6b03",0,2,1,0,0,0,3.3,3.1,3.5,"BIO300",201803,3.79,749
"2849","2030",1,2,0,0,0,0,2.7,3.45,3.63,"EVOL305",201710,4.26,255
"2850","7448",0,0,0,0,1,0,3.7,NA,3.69,"MATH100",201710,3.47,935
"2851","f308",1,1,1,0,1,0,2.7,3.27,3.88,"MATH100",201701,3.04,475
"2852","e4c7",1,2,0,1,0,0,3.3,3.18,3.76,"BIO300",201701,3.96,624
"2853","e66b",1,2,0,0,0,0,2.3,3,3.5,"MATH100",201903,4.2,456
"2854","bece",1,2,1,0,0,1,4,3.02,2.47,"MATH100",201710,4.1,935
"2855","ffba",0,2,1,0,1,1,0,NA,2.3,"MATH100",201610,3.5,908
"2856","065d",1,2,1,0,1,1,2.3,3,3.3,"BIO300",201701,3.21,624
"2857","b984",1,2,0,0,0,0,3.7,3.02,3.1,"MATH100",201703,4.11,537
"2858","637a",1,0,0,0,0,0,3.3,3.44,3.38,"EVOL305",201901,4.04,191
"2859","1493",0,0,0,0,0,1,2,3.09,2.74,"MATH100",201901,3.95,575
"2860","14a8",0,0,0,0,1,0,3.3,3.62,3.87,"BIO300",201810,3.23,664
"2861","8e69",1,2,0,0,0,1,2.7,2.57,2.88,"MATH100",201610,3.83,908
"2862","d4a2",1,1,1,0,0,1,3,2.73,3.35,"BIO300",201610,4.07,652
"2863","f3ac",0,0,0,0,0,0,3,3.32,3.99,"BIO300",201703,4,665
"2864","0d44",1,2,1,0,1,1,3,2.37,2.41,"BIO300",201703,3.24,665
"2865","68ff",1,0,0,0,0,0,3.3,3.18,3.39,"BIO300",201901,4.27,818
"2866","1c5c",1,0,0,0,0,0,3.7,3.15,3.57,"EVOL305",201710,4.13,255
"2867","f0c5",1,1,1,0,0,1,2,2.89,2.45,"MATH100",201610,4.18,908
"2868","0add",1,0,0,0,0,0,4,3.59,3.85,"EVOL305",201701,4.4,183
"2869","3fe5",0,0,1,0,1,0,2.7,2.23,2.7,"BIO300",201701,3.29,624
"2870","584a",1,1,1,0,1,1,0,NA,1.85,"MATH100",201910,3.5,1005
"2871","31c4",1,2,1,0,0,1,3.3,2.76,3.44,"MATH100",201803,4,584
"2872","c798",0,2,0,1,1,0,3.7,3,3.7,"EVOL305",201701,3.81,183
"2873","ad15",0,1,1,0,1,1,2.3,NA,2.7,"MATH100",201810,3.37,884
"2874","ce1b",1,2,0,0,1,0,2,3.44,3.51,"BIO300",201801,4,730
"2875","c71e",0,1,1,0,0,0,4,3.53,3.49,"MATH100",201903,3.75,456
"2876","953e",1,0,0,0,1,0,2.7,2.54,2.67,"EVOL305",201710,2.91,255
"2877","3c62",0,2,1,0,1,0,3,NA,3.88,"MATH100",201610,3.34,908
"2878","a0ee",1,0,0,0,0,0,3.7,2.78,3.14,"BIO300",201610,4.08,652
"2879","c91c",1,2,0,0,0,0,3,3.04,2.88,"EVOL305",201710,4.18,255
"2880","0b5b",0,2,0,0,0,0,4,3.68,4,"MATH100",201901,4,575
"2881","47f9",1,2,1,0,0,0,3,3.41,3.69,"BIO300",201903,4.13,575
"2882","8e37",1,1,0,0,0,0,2,3.11,2.55,"MATH100",201803,4.18,584
"2883","4b4c",0,1,0,0,0,0,2,2.99,3.51,"MATH100",201610,4.1,908
"2884","d91a",1,2,0,0,0,0,4,3.54,2.65,"MATH100",201810,4.21,884
"2885","7851",0,0,0,0,0,0,3.7,3.5,2.9,"BIO300",201703,3.95,665
"2886","0a7f",1,0,0,0,0,0,3.7,3.17,3.64,"MATH100",201610,4.33,908
"2887","fb3d",0,2,0,0,1,0,2,2.16,1.58,"MATH100",201901,3.24,575
"2888","b60c",1,1,0,0,0,1,2,3.02,3.1,"BIO300",201710,4.16,599
"2889","1ade",0,0,0,0,0,0,3,3.22,3,"MATH100",201701,3.85,475
"2890","eb35",0,2,1,0,1,1,3.3,3.17,3.24,"MATH100",201710,3.47,935
"2891","7171",1,1,1,0,0,1,2.7,3.43,2.15,"MATH100",201910,4,1005
"2892","7deb",0,1,1,0,0,1,3,2.7,3.31,"BIO300",201610,3.72,652
"2893","611a",1,1,1,0,0,0,2,2.9,2.66,"MATH100",201801,3.96,539
"2894","082f",1,2,1,0,1,0,3,NA,3.55,"MATH100",201610,3.37,908
"2895","2f56",1,0,0,0,1,0,2,2.38,2.64,"EVOL305",201801,3.67,233
"2896","768b",1,1,1,0,1,1,1.7,NA,2.93,"MATH100",201910,3.13,1005
"2897","9c93",1,0,0,0,0,0,4,3.98,4,"BIO300",201810,3.95,664
"2898","a7f9",1,1,0,0,0,0,4,2.73,3.12,"EVOL305",201701,4.28,183
"2899","0d58",0,0,0,0,0,0,4,3.83,4,"BIO300",201803,4.3,749
"2900","66dc",1,2,0,0,1,0,1,3.08,3.56,"BIO300",201810,3.03,664
"2901","e6ec",1,1,1,0,1,0,0.7,2.28,1.7,"MATH100",201701,3.18,475
"2902","dc9c",1,1,1,0,0,1,3.7,3.03,2.57,"EVOL305",201901,3.9,191
"2903","c75f",0,1,1,0,1,1,2,NA,3,"MATH100",201810,3.4,884
"2904","604d",1,2,0,0,0,0,3.7,3.94,3.99,"BIO300",201810,4.09,664
"2905","0ce2",1,0,0,0,0,0,3,2.93,3.16,"BIO300",201703,3.95,665
"2906","4628",1,2,0,0,1,0,3.3,NA,2.92,"MATH100",201610,3.8,908
"2907","9649",1,1,1,0,0,0,3.7,3.29,3.37,"EVOL305",201901,4.12,191
"2908","7604",1,1,0,0,0,0,2.7,2.75,3.42,"BIO300",201901,4.1,818
"2909","6bce",0,1,0,0,0,0,2.3,2.32,3.14,"BIO300",201701,4.16,624
"2910","a751",1,0,0,0,0,0,3.7,3.77,3.9,"MATH100",201910,4.29,1005
"2911","83b8",1,0,1,0,1,0,2.3,NA,2.88,"MATH100",201810,3.21,884
"2912","5f36",1,0,0,0,1,1,4,4,3.7,"BIO300",201801,3.97,730
"2913","e6be",1,1,0,0,0,1,2.3,3,3.14,"MATH100",201610,4.03,908
"2914","2079",1,0,0,0,0,1,4,4,4,"MATH100",201903,4.16,456
"2915","4067",0,2,1,0,0,1,3,2.72,3.12,"BIO300",201810,4.27,664
"2916","5048",1,0,0,0,0,1,2,2.62,2.68,"MATH100",201710,4.16,935
"2917","019c",1,2,1,0,0,1,3,2.53,2.57,"MATH100",201901,4.15,575
"2918","a42c",1,2,0,1,0,0,2.7,2.8,3.12,"MATH100",201610,3.8,908
"2919","eb1f",0,1,0,0,0,0,3,3.44,3.48,"MATH100",201810,4.2,884
"2920","d971",0,0,0,0,0,0,2,2.52,2.7,"MATH100",201703,4.13,537
"2921","4a65",1,1,0,0,0,0,0.7,2.58,1.9,"EVOL305",201910,3.74,384
"2922","9646",1,1,1,0,0,1,0,2.42,3.18,"BIO300",201710,3.82,599
"2923","a64a",1,2,0,0,0,0,4,2.5,2.99,"EVOL305",201810,4.04,321
"2924","dadb",1,2,0,0,0,0,2,2.42,2.07,"MATH100",201810,4.17,884
"2925","a2dd",1,0,1,0,0,0,2,2.78,2.95,"MATH100",201810,4.15,884
"2926","e4e8",0,1,1,0,0,1,1.7,2.54,2.29,"MATH100",201710,3.89,935
"2927","3008",1,1,1,0,1,1,4,3.93,3.64,"EVOL305",201903,3.9,233
"2928","24ee",0,2,0,0,0,1,3.7,2.77,2.88,"MATH100",201801,4.04,539
"2929","1abd",0,0,0,0,1,0,1,NA,2.57,"MATH100",201810,3.35,884
"2930","0d60",1,0,0,0,0,0,4,3.95,4,"BIO300",201610,4.16,652
"2931","0827",1,2,1,0,0,1,2.3,2.84,1.7,"EVOL305",201903,4,233
"2932","de01",1,0,1,0,0,1,3.3,2.82,2.65,"MATH100",201801,3.75,539
"2933","73d9",1,0,0,0,1,1,1.7,NA,1.3,"MATH100",201610,3.32,908
"2934","2e90",1,2,1,0,0,0,4,3.84,4,"EVOL305",201701,4.33,183
"2935","7437",0,1,0,0,0,0,3.7,3.92,3.9,"CHEM201",201810,4.36,149
"2936","05c9",1,1,1,0,0,1,2,3,2.54,"BIO300",201710,3.91,599
"2937","07f6",1,1,1,0,0,1,3.3,3.34,3.9,"BIO300",201801,4.18,730
"2938","c7dc",1,2,0,1,0,0,4,3.83,3.3,"BIO300",201903,4,575
"2939","bc27",0,2,0,0,1,0,2.7,3.05,3.15,"MATH100",201910,3.51,1005
"2940","16ad",1,2,1,0,0,1,2.7,2.79,2.73,"MATH100",201701,4.03,475
"2941","dad1",0,0,0,0,0,0,4,3.3,3.7,"BIO300",201701,3.52,624
"2942","db04",1,2,0,0,0,0,3,3.1,3.56,"MATH100",201801,4.08,539
"2943","fb7c",1,1,1,1,1,1,3.3,NA,2.99,"BIO300",201610,3.57,652
"2944","5636",0,1,1,0,1,0,2.3,NA,2.3,"MATH100",201810,3.34,884
"2945","15f2",0,1,1,1,1,1,1.7,2,3.27,"EVOL305",201703,3.21,193
"2946","0f5d",0,0,0,0,0,0,4,3.56,3.55,"EVOL305",201903,3.66,233
"2947","1b25",0,2,0,0,0,0,2.3,2.43,2.61,"BIO300",201810,4.2,664
"2948","a87b",1,2,0,0,0,0,3.3,3.08,2.75,"MATH100",201901,3.9,575
"2949","133e",1,1,0,0,0,0,2.7,3.27,2.7,"EVOL305",201910,3.86,384
"2950","d11d",1,2,1,0,1,1,4,NA,4,"MATH100",201810,4,884
"2951","a4b4",1,0,0,0,1,1,3,NA,2.85,"BIO300",201610,3.3,652
"2952","7d24",0,1,1,0,1,0,3,NA,3.49,"BIO300",201610,3.15,652
"2953","45ce",0,2,0,0,0,1,2.3,2.61,3.35,"MATH100",201703,3.78,537
"2954","53b4",0,0,0,0,0,0,3,3.16,2.86,"MATH100",201610,3.91,908
"2955","1a97",1,1,1,0,0,0,2,3.43,2.99,"BIO300",201903,4.22,575
"2956","71ae",1,2,1,0,1,0,2,NA,2.7,"MATH100",201910,3.52,1005
"2957","552d",1,1,1,0,0,1,3.3,3.08,3.15,"BIO300",201901,4.04,818
"2958","f1b0",1,2,0,0,0,0,2.7,3.15,2.67,"MATH100",201701,3.95,475
"2959","199d",0,1,0,0,1,1,1.7,2.46,1.85,"EVOL305",201703,3.4,193
"2960","d9f5",0,0,1,0,1,1,3.3,NA,3.27,"MATH100",201610,2.97,908
"2961","3262",1,2,0,0,0,1,2,2.72,2.63,"BIO300",201910,4.15,642
"2962","83ff",1,0,0,0,0,0,3.3,3.51,3,"BIO300",201903,4.12,575
"2963","fd9f",1,0,0,0,0,0,3,2.61,3.7,"EVOL305",201910,3.88,384
"2964","db1b",0,2,1,0,0,1,0,2.49,2.26,"MATH100",201803,3.66,584
"2965","d568",1,1,1,0,0,0,2.3,3.34,2.99,"BIO300",201901,4.32,818
"2966","c6b4",0,2,1,0,0,0,3.3,2.89,3.12,"EVOL305",201703,4.07,193
"2967","54a5",0,0,0,0,0,0,4,3.51,3,"BIO300",201903,4.31,575
"2968","7162",1,0,0,0,0,0,2.3,3.18,3.84,"BIO300",201810,4.12,664
"2969","c2b2",0,0,0,0,0,0,4,2.73,3.63,"MATH100",201910,4.2,1005
"2970","d1d3",1,2,1,0,1,1,2,NA,3.31,"MATH100",201610,3.02,908
"2971","9266",1,2,0,0,0,0,3,3.15,3.33,"BIO300",201610,4.1,652
"2972","e381",1,2,1,0,0,1,3,2.83,3.55,"MATH100",201701,3.96,475
"2973","5080",1,1,0,0,0,0,3,2.66,4,"EVOL305",201701,4,183
"2974","ba22",0,1,1,0,1,0,1.3,2.45,1.66,"EVOL305",201901,3.61,191
"2975","3bd7",0,0,0,0,1,0,3,NA,2.64,"MATH100",201710,3.39,935
"2976","5db6",0,1,0,0,0,0,3,2.7,2.26,"MATH100",201701,4.08,475
"2977","f086",1,1,1,0,0,0,1.7,2.62,2.77,"MATH100",201810,4.04,884
"2978","3409",1,1,0,0,0,1,2.7,3.18,2.27,"BIO300",201803,4.12,749
"2979","8003",1,2,0,0,0,0,4,3.37,3.2,"BIO300",201910,4.2,642
"2980","c776",1,2,0,0,0,0,2,2.57,2.79,"CHEM201",201710,4.22,119
"2981","d94f",1,2,0,1,0,0,3,3.15,3.43,"BIO300",201901,4.08,818
"2982","e872",0,0,0,0,1,0,3.3,2.76,2,"EVOL305",201901,3.44,191
"2983","4903",0,2,1,0,0,0,4,3.83,3.82,"BIO300",201810,4.08,664
"2984","f031",0,2,0,0,1,0,4,3.48,3.8,"BIO300",201701,3.72,624
"2985","7df2",0,2,1,0,0,0,3,3.08,3.79,"BIO300",201910,4.16,642
"2986","080e",1,1,1,0,0,0,3.3,3.16,3.29,"MATH100",201810,3.81,884
"2987","9df5",1,1,0,0,1,1,3.3,NA,3.65,"MATH100",201610,3.79,908
"2988","c104",1,0,1,0,0,0,3.7,3.08,3.81,"EVOL305",201910,4.26,384
"2989","9779",1,2,1,0,0,1,4,3.51,3.7,"MATH100",201810,4,884
"2990","40b9",1,2,1,0,0,0,3.7,3.35,3.17,"MATH100",201701,4.15,475
"2991","480f",1,1,1,0,0,1,2.7,2.83,3.25,"MATH100",201703,4.13,537
"2992","5894",1,2,1,0,1,1,2,NA,3.62,"MATH100",201910,3.68,1005
"2993","3dd1",1,2,1,0,0,1,2.3,3.13,3.7,"BIO300",201610,4.27,652
"2994","c21a",1,2,1,0,0,0,4,3.24,3.63,"MATH100",201903,3.95,456
"2995","9fae",0,1,1,0,0,0,2.3,3.23,2.63,"MATH100",201910,3.87,1005
"2996","d125",1,2,0,0,1,0,1.7,2.56,2.83,"EVOL305",201701,3.13,183
"2997","b7bc",0,1,0,0,0,0,0.7,2.47,1.72,"MATH100",201910,3.04,1005
"2998","f419",1,2,1,0,1,0,2,3.15,2.36,"BIO300",201903,3.37,575
"2999","d2cc",0,2,0,1,1,0,2.3,NA,3.42,"MATH100",201710,3.34,935
"3000","fe0f",1,2,0,0,0,0,3,3.56,3.99,"EVOL305",201801,4.26,233
"3001","7d13",1,0,1,0,1,0,4,3.46,4,"MATH100",201610,3.92,908
"3002","2cd9",1,2,1,0,1,1,1.7,NA,1.7,"MATH100",201910,3.5,1005
"3003","026f",1,0,0,0,0,0,3.7,3.75,4,"BIO300",201901,4.21,818
"3004","77a4",0,2,0,0,0,0,3,2.63,3.36,"MATH100",201703,3.88,537
"3005","3acd",1,0,0,0,0,0,3.3,3.52,3.52,"EVOL305",201701,4.2,183
"3006","8b19",1,1,0,0,0,0,3,3.47,3.44,"MATH100",201703,4,537
"3007","4db7",0,2,0,0,0,0,0,2.36,1.98,"MATH100",201810,4.16,884
"3008","7f7d",1,2,1,0,0,0,4,3.91,4,"MATH100",201710,4.16,935
"3009","1734",0,2,1,0,1,0,3.3,3.21,3.27,"EVOL305",201901,3.53,191
"3010","a424",1,2,0,0,1,0,1.7,2.17,2.7,"MATH100",201710,2.81,935
"3011","020c",1,0,1,0,0,0,3.3,2.98,3.34,"MATH100",201803,3.9,584
"3012","24a8",0,2,0,0,1,0,2,2.25,2.3,"EVOL305",201701,3.07,183
"3013","aec2",0,2,0,0,0,0,1.3,2.81,1.57,"MATH100",201903,4.18,456
"3014","a381",1,1,1,0,0,1,1.3,3.12,2.89,"MATH100",201710,4.25,935
"3015","f2da",1,1,1,0,0,1,0.7,2.61,1.6,"MATH100",201810,4.1,884
"3016","166f",0,2,0,1,0,0,4,3.48,3.74,"MATH100",201910,3.8,1005
"3017","d3e6",1,1,1,0,1,0,3.3,NA,3.02,"BIO300",201610,3.35,652
"3018","81cf",1,0,1,0,0,0,3.3,3.09,3.6,"MATH100",201710,4.15,935
"3019","20a1",1,1,0,0,0,0,3,2.6,3.99,"MATH100",201801,3.92,539
"3020","1c79",0,1,1,0,0,1,2.3,2.61,2.66,"BIO300",201801,4.27,730
"3021","7a92",0,2,1,0,0,0,4,2.57,3.61,"MATH100",201901,3.9,575
"3022","61b4",1,0,0,0,0,0,3,3.12,3.49,"BIO300",201610,4.12,652
"3023","845f",0,2,1,0,0,1,2.3,2.9,3.61,"BIO300",201710,4.15,599
"3024","4444",1,0,1,0,1,0,1,2.84,2.31,"EVOL305",201810,3.2,321
"3025","4fbb",0,2,1,1,0,1,3.3,3.13,3,"MATH100",201810,3.8,884
"3026","096b",1,0,1,0,0,0,1.7,2.78,2.38,"MATH100",201803,4.22,584
"3027","8d8a",1,2,0,1,0,0,2.7,3.44,2.84,"MATH100",201910,4,1005
"3028","436a",0,1,0,0,0,0,2.7,3.81,3.22,"MATH100",201901,4.31,575
"3029","763d",1,2,0,1,0,0,3,3.24,3.28,"BIO300",201901,3.67,818
"3030","411c",0,1,1,0,1,0,1.3,2.45,2.27,"MATH100",201801,3.61,539
"3031","4e84",1,1,0,0,1,0,1.7,3.27,3.39,"MATH100",201701,3.41,475
"3032","c921",0,2,1,0,1,1,4,3.75,3.2,"EVOL305",201803,3.95,268
"3033","c34b",1,2,0,1,1,0,3.3,NA,3.69,"MATH100",201810,3.79,884
"3034","bf6f",1,2,1,0,0,1,3.3,3.23,3.99,"MATH100",201910,4,1005
"3035","e9c3",1,1,0,0,0,0,2.3,3.13,3.22,"MATH100",201901,3.87,575
"3036","88e2",1,2,0,0,0,0,4,3.46,2.91,"BIO300",201801,4.22,730
"3037","cd26",0,1,0,0,0,0,3.7,3.5,4,"MATH100",201710,4.23,935
"3038","5ef6",1,2,0,0,0,1,4,3.56,2.91,"BIO300",201903,3.82,575
"3039","7480",1,0,0,0,0,0,4,3.62,3.86,"BIO300",201901,4.18,818
"3040","4567",1,0,0,0,1,0,3.3,NA,3.17,"MATH100",201610,3.41,908
"3041","80bc",1,2,1,0,0,0,3,3.05,3.99,"BIO300",201710,3.52,599
"3042","0a7c",1,2,1,0,1,0,1,1.7,1.7,"BIO300",201701,2.92,624
"3043","e3a3",0,0,0,0,0,0,4,3.91,4,"MATH100",201910,4.36,1005
"3044","a929",1,0,0,0,0,0,3.3,3.81,3.69,"CHEM201",201910,4.2,143
"3045","ab83",0,2,1,0,1,0,2,2.88,3.14,"BIO300",201710,3.28,599
"3046","c53a",1,0,0,0,1,0,2.3,2.71,3.33,"BIO300",201710,2.94,599
"3047","7d57",1,1,1,0,1,0,1,2.45,2.04,"MATH100",201803,3.09,584
"3048","7c47",1,0,0,0,1,0,4,3.8,4,"EVOL305",201910,3.92,384
"3049","23dc",1,2,0,1,0,0,4,3.39,3.38,"BIO300",201703,4,665
"3050","a0c9",1,2,0,0,0,0,3.3,2.92,2.63,"MATH100",201710,4.16,935
"3051","83f1",0,1,0,0,0,0,2.7,3.15,3.56,"MATH100",201910,4.25,1005
"3052","c252",1,2,0,0,0,0,1,2.55,3.35,"EVOL305",201803,3.81,268
"3053","69ee",0,1,0,0,0,0,4,3.65,3.69,"BIO300",201901,4.35,818
"3054","6b66",1,1,1,0,1,0,3.3,NA,3.13,"MATH100",201610,3.04,908
"3055","55c7",0,0,0,0,0,0,4,3.44,3.49,"CHEM201",201610,4.23,155
"3056","2f13",0,1,1,0,1,0,2.7,NA,3.2,"MATH100",201610,3.53,908
"3057","0187",0,2,0,0,1,0,2.7,3.15,2.88,"BIO300",201901,2.97,818
"3058","3be1",1,2,0,1,0,0,3.7,3.18,3.7,"CHEM201",201710,3.21,119
"3059","e018",0,0,0,0,0,0,2.3,2.68,3.29,"EVOL305",201801,3.91,233
"3060","ccb0",1,1,0,0,0,0,3,2.91,2.69,"MATH100",201901,3.89,575
"3061","c612",0,2,1,0,1,0,3,2.93,3.8,"MATH100",201901,3.67,575
"3062","2ef0",0,2,0,0,1,0,3.3,3.49,2.82,"MATH100",201901,3.36,575
"3063","0004",1,2,1,0,0,0,4,3.13,3.33,"BIO300",201803,4,749
"3064","1529",1,2,0,0,0,1,3,3.4,3.64,"BIO300",201701,4.33,624
"3065","0d04",1,0,0,0,0,0,3.7,3,3.49,"MATH100",201910,4.09,1005
"3066","33a2",1,0,1,0,0,0,4,3.97,3.74,"EVOL305",201910,4.31,384
"3067","e576",1,2,1,0,1,1,0,2.69,2.56,"BIO300",201803,3.67,749
"3068","9705",1,0,0,0,0,0,4,4,4,"CHEM201",201610,4.36,155
"3069","e402",1,2,0,0,1,0,1,1.96,2.05,"EVOL305",201903,3.06,233
"3070","ea88",1,0,1,0,0,0,4,3.95,4,"CHEM201",201810,4.36,149
"3071","a6ec",1,1,0,0,0,0,2.3,3.11,3.19,"BIO300",201803,4.15,749
"3072","1fb6",1,2,1,0,1,1,4,NA,3.81,"MATH100",201910,3.95,1005
"3073","1883",1,1,0,0,1,1,3,NA,3.35,"MATH100",201610,3.22,908
"3074","1010",0,0,0,0,0,0,3.7,3.97,3.99,"EVOL305",201810,4.24,321
"3075","8b0b",1,2,0,1,0,0,4,3.43,4,"MATH100",201710,3.81,935
"3076","e1f7",0,0,0,0,0,0,3,3.05,2.7,"MATH100",201803,3.79,584
"3077","089b",0,1,1,0,1,0,3.3,3.1,3.5,"BIO300",201901,3.32,818
"3078","9ed0",0,0,0,0,0,1,2.3,3.13,4,"BIO300",201810,3.86,664
"3079","aaf4",0,0,0,0,0,0,4,3.88,4,"BIO300",201903,3.9,575
"3080","529e",1,2,0,0,1,0,1.7,1.96,1.15,"BIO300",201801,3.31,730
"3081","ac93",0,2,0,0,0,0,3.7,2.79,2.99,"MATH100",201810,4.04,884
"3082","22e6",1,1,0,0,0,0,2.7,3.13,3.44,"MATH100",201610,4,908
"3083","42c5",1,0,0,0,1,0,3,3.06,3,"BIO300",201703,3.5,665
"3084","2159",1,0,0,0,0,0,3,2.91,3.29,"BIO300",201701,4.22,624
"3085","710f",1,2,0,1,0,0,3,3.39,4,"MATH100",201910,3.83,1005
"3086","a980",1,1,0,0,1,1,1.7,NA,3.3,"MATH100",201910,3.35,1005
"3087","5eff",0,2,0,0,0,0,3.3,2.75,3.7,"MATH100",201610,4.2,908
"3088","3c80",0,0,1,0,0,1,3.3,2.98,3.33,"MATH100",201703,4,537
"3089","a118",1,2,1,0,0,1,2.7,3.33,2.73,"MATH100",201910,4,1005
"3090","8e7b",1,1,1,0,0,1,2.7,2.82,1.61,"MATH100",201910,4.33,1005
"3091","55b0",0,2,0,0,1,0,4,3.74,4,"MATH100",201901,4,575
"3092","71e5",1,1,0,0,0,0,3,3.93,3.3,"BIO300",201903,4.07,575
"3093","19c3",1,2,1,0,0,1,4,3.24,4,"MATH100",201703,3.91,537
"3094","cb17",0,0,0,0,0,0,3.3,3.33,3.38,"CHEM201",201810,4.03,149
"3095","e3fe",0,1,0,0,1,0,3.3,NA,3.25,"MATH100",201910,3.39,1005
"3096","e15c",0,0,0,0,1,0,2.3,NA,3.56,"MATH100",201710,3.77,935
"3097","50c4",1,2,0,0,1,0,2.3,3.02,2.17,"EVOL305",201701,3.47,183
"3098","d87e",0,1,1,0,0,1,1,2.92,1.99,"BIO300",201801,3.63,730
"3099","a42b",1,2,1,0,1,1,1.7,2.54,2.71,"BIO300",201910,2.9,642
"3100","a53c",1,0,0,0,1,0,2.7,2.5,2.7,"MATH100",201703,3.23,537
"3101","a1ac",0,2,0,1,0,0,4,3.58,3.9,"MATH100",201903,3.76,456
"3102","22b3",1,2,0,1,1,0,1.7,2.25,2.5,"MATH100",201610,2.89,908
"3103","d1f5",0,2,1,0,1,0,3.3,NA,3.02,"MATH100",201910,3.5,1005
"3104","e3e8",1,2,0,0,1,0,4,3.58,4,"BIO300",201901,3.71,818
"3105","b00b",1,1,0,0,0,1,3,2.91,2.15,"MATH100",201801,4.3,539
"3106","c470",0,0,0,0,0,0,3.7,3.98,3.87,"BIO300",201901,4.23,818
"3107","78e7",1,2,1,0,0,1,3.7,3.2,3.7,"EVOL305",201903,4.13,233
"3108","84dd",1,0,0,0,0,0,3.7,3.94,3.83,"BIO300",201701,4.27,624
"3109","a722",1,0,0,0,0,0,2.7,3.22,3.35,"EVOL305",201803,4.03,268
"3110","9086",0,2,1,0,1,0,2.7,3.23,3.6,"EVOL305",201910,3.46,384
"3111","4df1",0,2,0,0,0,0,3.7,3.88,3.54,"MATH100",201910,4.27,1005
"3112","e222",0,0,1,0,0,0,2,2.57,3.99,"MATH100",201701,3.53,475
"3113","d428",1,1,1,0,0,0,1.3,3.13,2.54,"MATH100",201803,4.18,584
"3114","4e91",1,1,0,0,0,0,4,3.96,4,"MATH100",201903,4.22,456
"3115","11d1",0,0,0,0,1,0,2,NA,2.91,"MATH100",201910,3.71,1005
"3116","94a1",0,0,1,0,1,0,3.3,3.82,3.13,"BIO300",201810,3.94,664
"3117","d178",1,0,0,0,0,0,2,3.37,3.53,"BIO300",201903,4.21,575
"3118","6c27",1,2,0,1,0,0,3.7,3.79,3.31,"MATH100",201803,3.97,584
"3119","0aa2",0,1,0,0,0,0,4,3.98,3.74,"MATH100",201810,4.3,884
"3120","b979",0,1,1,0,1,0,2,2.63,2.7,"MATH100",201903,3,456
"3121","c317",0,0,1,0,1,0,3.3,NA,3.91,"MATH100",201610,3.8,908
"3122","1125",1,2,0,0,0,0,4,3.71,4,"MATH100",201801,4.22,539
"3123","c36b",0,2,1,0,0,1,4,3.51,3.19,"BIO300",201610,4,652
"3124","6cd5",0,1,0,0,0,0,4,3.87,4,"BIO300",201701,4,624
"3125","576b",1,1,1,0,0,0,1.3,2.57,2.23,"MATH100",201803,3.9,584
"3126","7202",1,2,0,0,0,1,4,3.86,3.73,"EVOL305",201803,4.3,268
"3127","3d4b",1,0,0,0,0,0,2.7,2.95,2.66,"EVOL305",201610,3.78,173
"3128","4357",1,1,0,0,0,0,4,3.55,3.55,"MATH100",201901,4.27,575
"3129","47b0",1,0,0,0,0,0,3.7,3.4,3.9,"MATH100",201901,4.08,575
"3130","517c",1,2,0,1,1,0,3.7,NA,2.99,"MATH100",201910,3.8,1005
"3131","bfe6",1,2,0,1,0,0,4,3.47,3.74,"MATH100",201903,3.73,456
